User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
6995516,370322,School,United States,Wisconsin,yes,2,2017-01-24,2018-01-22,2018-06-30,False
6996228,381463,School,United States,Arkansas,,K,,,,False
6996527,381463,School,United States,Arkansas,yes,K,2017-01-25,,,False
7002130,397855,School,United States,California,not sure,2,2017-01-25,2017-01-29,2017-06-30,False
7003991,370805,School,United States,Minnesota,transitioning,2,2017-01-25,2017-02-13,2017-06-30,False
7007578,327533,School,United States,California,yes,4,2017-01-25,2017-01-25,2017-06-30,False
7008630,381463,School,United States,Arkansas,,2,,,,False
7009590,16904,School,United States,Wisconsin,not sure,Upper,2017-01-25,2017-01-25,2017-06-30,False
7009778,326952,School,United States,California,yes,4,2017-01-25,2017-01-31,2017-06-30,False
7017251,16904,School,United States,Wisconsin,yes,Upper,2017-01-26,2017-01-29,2017-06-30,False
7018659,367927,School,United States,Iowa,not sure,4,2017-01-26,,,False
7018849,2481,School,United States,North Carolina,no,4,2017-01-26,2017-01-26,2017-06-30,False
7018915,2481,School,United States,North Carolina,not sure,K,2017-01-26,2017-01-29,2017-06-30,False
7019669,377834,School,United States,Missouri,transitioning,"K, 1",2017-01-26,2017-01-26,2017-06-30,False
7019717,377834,School,United States,Missouri,transitioning,"K, 1",2017-01-26,2017-01-26,2017-06-30,False
7023343,30518,School,United States,Illinois,no,Upper,2017-01-26,2017-01-26,2017-06-30,False
7026442,1733,School,United States,California,yes,1,2017-01-26,2017-01-26,2017-06-30,False
7029620,19580,School,Canada,Ontario,no,1,2017-01-26,,,False
7032163,323772,School,United States,California,transitioning,1,2017-01-26,2017-01-26,2017-06-30,False
7037288,5718,School,Dominican Republic,Nacional,not sure,"4, 5",2017-01-27,2017-01-27,2017-06-30,False
7037290,5718,School,Dominican Republic,Nacional,yes,"4, 5",2017-01-27,2018-01-23,2018-06-30,False
7037713,333111,School,United States,New Hampshire,yes,"K, 1, 2, 3",2017-01-27,2017-01-27,2017-06-30,False
7037756,367605,School,United States,Iowa,yes,K,2017-01-29,2017-01-29,2017-06-30,False
7038596,335743,School,United States,New Jersey,transitioning,5,2017-01-27,2017-01-30,2017-06-30,False
7038804,17567,School,Canada,Ontario,no,"1, 2, 3, 4, 5",2017-02-10,,,False
7039556,377834,School,United States,Missouri,yes,1,2017-01-27,2017-01-27,2017-06-30,False
7039921,330700,School,United States,Washington,transitioning,2,2017-01-27,2017-01-27,2017-06-30,False
7041332,361611,School,United States,Ohio,not sure,5,2017-01-27,2017-04-28,2018-06-30,False
7043563,19859,School,United States,Michigan,transitioning,"Pre, K",2017-01-27,2017-01-29,2017-06-30,False
7043744,19883,School,United States,Illinois,yes,Upper,2017-01-27,2017-01-31,2017-06-30,False
7043747,19883,School,United States,Illinois,transitioning,Upper,2017-01-27,2018-02-26,2018-06-30,False
7044655,377834,School,United States,Missouri,yes,"K, 1",2017-01-27,2017-01-27,2017-06-30,False
7055817,367927,School,United States,Iowa,transitioning,4,2017-01-28,,,False
7056094,20074,School,United States,California,yes,4,2017-01-29,2017-09-04,2018-06-30,False
7056209,393304,School,United States,Arizona,not sure,3,2017-01-28,2017-01-28,2017-06-30,False
7056239,393304,School,United States,Arizona,no,3,2017-01-28,,,False
7056240,393304,School,United States,Arizona,transitioning,3,2017-01-29,2017-01-29,2017-06-30,False
7057345,367927,School,United States,Iowa,not sure,1,2017-01-28,2017-01-29,2017-06-30,False
7062040,350172,School,United States,South Carolina,no,Pre,2017-01-29,,,False
7062238,393304,School,United States,Arizona,not sure,4,2017-01-30,,,False
7062239,393304,School,United States,Arizona,transitioning,5,2017-01-29,2017-02-05,2017-06-30,False
7062242,393304,School,United States,Arizona,transitioning,Upper,2017-01-29,2017-06-11,2018-06-30,False
7062753,20027,School,United States,Illinois,no,Upper,2017-01-29,2017-01-30,2017-06-30,False
7064338,394476,School,United States,Nevada,yes,3,2017-01-29,,,False
7064494,350419,School,United States,South Carolina,no,5,2017-01-29,2017-01-29,2017-06-30,False
7064921,377834,School,United States,Missouri,not sure,"K, 1",2017-01-29,2017-01-29,2017-06-30,False
7065970,396453,School,United States,California,transitioning,1,2017-01-30,2017-03-08,2017-06-30,False
7065971,396453,School,United States,California,transitioning,K,2017-01-30,2017-01-30,2017-06-30,False
7066019,393304,School,United States,Arizona,no,2,2017-01-29,2017-01-29,2017-06-30,False
7066020,393304,School,United States,Arizona,not sure,2,2017-01-30,,,False
7067187,19883,School,United States,Illinois,yes,Upper,2017-01-29,2017-02-05,2017-06-30,False
7067288,393304,School,United States,Arizona,no,1,2017-01-29,2017-01-29,2017-06-30,False
7067289,393304,School,United States,Arizona,transitioning,2,2017-01-30,,,False
7067729,361018,School,United States,Ohio,yes,4,2017-01-29,2017-02-07,2017-06-30,False
7068270,393304,School,United States,Arizona,transitioning,4,2017-10-02,,,False
7071515,20105,School,Thailand,Changwat Chon Buri,no,,2017-01-30,2017-01-30,2017-06-30,False
7074587,396453,School,United States,California,transitioning,K,2017-01-30,2017-01-30,2017-06-30,False
7074588,396453,School,United States,California,yes,K,2017-01-30,2017-02-06,2017-06-30,False
7074590,396453,School,United States,California,transitioning,K,2017-01-30,2017-02-05,2017-06-30,False
7074591,396453,School,United States,California,transitioning,K,2017-01-30,2017-02-01,2017-06-30,False
7074592,396453,School,United States,California,transitioning,K,2017-01-30,2017-02-13,2017-06-30,False
7074593,396453,School,United States,California,no,K,2017-01-30,2017-01-30,2017-06-30,False
7074594,396453,School,United States,California,yes,K,2017-01-31,2017-02-05,2017-06-30,False
7074595,396453,School,United States,California,transitioning,K,2017-01-30,2017-03-01,2017-06-30,False
7074598,396453,School,United States,California,no,Pre,2017-01-30,,,False
7075474,396453,School,United States,California,transitioning,1,2017-01-30,2017-01-30,2017-06-30,False
7075475,396453,School,United States,California,transitioning,2,2017-01-30,2017-01-30,2017-06-30,False
7075476,396453,School,United States,California,yes,1,2017-01-30,2017-02-05,2017-06-30,False
7075477,396453,School,United States,California,transitioning,1,2017-01-30,2017-01-30,2017-06-30,False
7075478,396453,School,United States,California,transitioning,1,2017-01-30,2017-02-10,2017-06-30,False
7076021,396453,School,United States,California,yes,1,2017-01-30,2017-03-20,2017-06-30,False
7076194,396453,School,United States,California,yes,1,2017-01-30,2017-08-18,2018-06-30,False
7076965,327961,School,United States,Hawaii,transitioning,3,2017-01-30,,,False
7077116,330114,School,United States,Washington,transitioning,3,2017-01-30,2017-01-30,2017-06-30,False
7077199,396453,School,United States,California,transitioning,2,2017-01-30,2017-02-06,2017-06-30,False
7077200,396453,School,United States,California,transitioning,2,2017-01-30,2017-02-07,2017-06-30,False
7077201,396453,School,United States,California,transitioning,2,2017-02-06,2018-02-26,2018-06-30,False
7077203,396453,School,United States,California,transitioning,2,2017-01-30,2017-02-07,2017-06-30,False
7078506,377834,School,United States,Missouri,not sure,"K, 1",2017-01-30,2017-01-30,2017-06-30,False
7078802,330114,School,United States,Washington,transitioning,K,2017-01-30,,,False
7078990,391560,School,United States,Idaho,yes,2,2017-01-30,2017-01-30,2017-06-30,False
7079084,391560,School,United States,Idaho,yes,Upper,2017-01-30,2017-03-22,2017-06-30,False
7079086,391560,School,United States,Idaho,no,2,2017-01-30,2017-03-20,2017-06-30,False
7079087,391560,School,United States,Idaho,yes,2,2017-01-30,2017-04-05,2018-06-30,False
7079088,391560,School,United States,Idaho,not sure,2,2017-01-31,2017-01-31,2017-06-30,False
7080122,326605,School,United States,California,transitioning,5,2017-01-30,2017-01-30,2017-06-30,False
7083055,325610,School,United States,California,,K,,,,False
7083056,325610,School,United States,California,,1,2017-10-18,2017-10-18,2018-06-30,False
7083057,325610,School,United States,California,,1,,,,False
7083058,325610,School,United States,California,,3,2018-02-13,2018-02-13,2018-06-30,False
7083059,325610,School,United States,California,,K,,,,False
7083060,325610,School,United States,California,,K,,,,False
7083253,2751,School,United States,Washington,,5,,,,False
7083254,2751,School,United States,Washington,,K,,,,False
7083255,2751,School,United States,Washington,,5,,,,False
7083256,2751,School,United States,Washington,,K,,,,False
7083257,2751,School,United States,Washington,,2,,,,False
7083258,2751,School,United States,Washington,,1,,,,False
7083259,2751,School,United States,Washington,,2,,,,False
7083260,2751,School,United States,Washington,,1,,,,False
7083261,2751,School,United States,Washington,,2,,,,False
7083262,2751,School,United States,Washington,,1,,,,False
7083263,2751,School,United States,Washington,,K,,,,False
7084019,1484,School,United States,New Jersey,,3,,,,False
7084020,1484,School,United States,New Jersey,,4,,,,False
7084021,1484,School,United States,New Jersey,,4,,,,False
7084996,3055,School,United States,Missouri,,1,,,,False
7084997,3055,School,United States,Missouri,,4,,,,False
7084998,3055,School,United States,Missouri,,3,,,,False
7084999,3055,School,United States,Missouri,,5,,,,False
7085000,3055,School,United States,Missouri,,2,,,,False
7085033,378344,School,United States,Kansas,,4,,,,False
7085065,331182,School,United States,Alaska,transitioning,3,2017-01-30,2017-02-06,2017-06-30,False
7085337,3280,School,United States,California,,2,2017-02-25,2017-02-25,2017-06-30,False
7085338,3280,School,United States,California,,K,,,,False
7085339,3280,School,United States,California,,K,,,,False
7085340,3280,School,United States,California,,2,,,,False
7085341,3280,School,United States,California,,5,,,,False
7085342,3280,School,United States,California,,5,,,,False
7085343,3280,School,United States,California,,1,2017-01-31,2017-01-31,2017-06-30,False
7085344,3280,School,United States,California,,4,,,,False
7085345,3280,School,United States,California,,1,,,,False
7085463,1733,School,United States,California,,K,,,,False
7085464,1733,School,United States,California,,2,,,,False
7085465,1733,School,United States,California,,K,,,,False
7085466,1733,School,United States,California,,1,,,,False
7085857,2996,School,United States,Illinois,,1,,,,False
7085882,3126,School,United States,Michigan,,2,,,,False
7085883,3126,School,United States,Michigan,,3,2017-08-15,2017-08-15,2018-06-30,False
7086059,1236,School,United States,Missouri,,3,,,,False
7086060,1236,School,United States,Missouri,,2,2017-02-08,2017-02-08,2017-06-30,False
7086061,1236,School,United States,Missouri,,1,,,,False
7086062,1236,School,United States,Missouri,,2,,,,False
7086063,1236,School,United States,Missouri,,2,,,,False
7086064,1236,School,United States,Missouri,,K,,,,False
7086065,1236,School,United States,Missouri,,2,2017-08-01,2017-08-01,2018-06-30,False
7086066,1236,School,United States,Missouri,,4,2017-09-22,2017-09-22,2018-06-30,False
7086067,1236,School,United States,Missouri,,1,,2017-01-31,2017-06-30,False
7087079,336849,School,United States,New Jersey,yes,2,2017-02-17,2017-02-17,2017-06-30,False
7087235,396411,School,United States,California,transitioning,2,2017-01-30,2017-02-06,2017-06-30,False
7090012,327961,School,United States,Hawaii,transitioning,1,2017-01-30,2017-01-30,2017-06-30,False
7095361,391560,School,United States,Idaho,yes,2,2017-03-06,2017-03-06,2017-06-30,True
7095362,391560,School,United States,Idaho,yes,1,2017-01-31,2017-01-31,2017-06-30,False
7095363,391560,School,United States,Idaho,not sure,4,2017-01-31,2017-02-06,2017-06-30,False
7095364,391560,School,United States,Idaho,yes,1,2017-03-10,2017-03-10,2017-06-30,False
7095365,391560,School,United States,Idaho,no,5,2017-01-31,2017-01-31,2017-06-30,False
7095817,336849,School,,,transitioning,1,2017-01-31,2017-01-31,2017-06-30,False
7095849,391560,School,United States,Idaho,transitioning,1,2017-01-31,2017-03-17,2017-06-30,False
7095850,391560,School,United States,Idaho,yes,1,2017-01-31,2017-01-31,2017-06-30,False
7095851,391560,School,United States,Idaho,not sure,1,2017-02-01,2017-02-01,2017-06-30,False
7095984,391560,School,United States,Idaho,no,K,2017-01-31,2017-02-06,2017-06-30,False
7096052,5291,School,United States,North Carolina,not sure,1,2017-01-31,2017-01-31,2017-06-30,False
7096976,343366,School,United States,Pennsylvania,not sure,3,2017-01-31,2017-01-31,2017-06-30,False
7097262,20377,School,United States,Maine,not sure,Upper,2017-01-31,2017-02-01,2017-06-30,False
7102507,326940,School,United States,California,transitioning,"4, 5",2017-01-31,,,False
7111733,17197,School,United States,California,transitioning,5,2017-02-01,2017-02-01,2017-06-30,True
7112379,5559,School,Canada,Ontario,not sure,"3, 4",2017-02-01,,,False
7114005,331469,School,United States,Massachusetts,yes,"3, 4, 5",2017-02-01,2017-02-05,2017-06-30,False
7114093,331469,School,United States,Massachusetts,no,3,2017-02-05,2017-02-05,2017-06-30,False
7116332,391560,School,United States,Idaho,yes,3,2017-02-01,2017-08-09,2018-06-30,False
7116333,391560,School,United States,Idaho,not sure,4,2017-02-01,2017-08-21,2018-06-30,False
7116476,396453,School,United States,California,transitioning,2,2017-02-01,2017-02-08,2017-06-30,False
7116477,396453,School,United States,California,transitioning,2,2017-02-01,2017-02-06,2017-06-30,False
7126080,332197,School,United States,Massachusetts,not sure,3,2017-02-02,2017-02-02,2017-06-30,False
7126161,101,School,United States,Illinois,yes,4,2017-02-02,2017-02-02,2017-06-30,False
7126163,332197,School,United States,Massachusetts,,5,,,,False
7131188,332655,School,United States,Massachusetts,no,1,2017-02-02,2017-02-02,2017-06-30,False
7131211,332655,School,United States,Massachusetts,transitioning,2,2017-02-02,2017-02-02,2017-06-30,False
7131212,332655,School,United States,Massachusetts,no,1,2017-02-02,,,False
7131213,332655,School,United States,Massachusetts,transitioning,1,2017-02-02,2017-02-02,2017-06-30,False
7131214,332655,School,United States,Massachusetts,no,1,2017-02-02,2017-02-02,2017-06-30,False
7131242,332655,School,United States,Massachusetts,no,4,2017-02-02,,,False
7131248,332655,School,United States,Massachusetts,no,K,2017-02-02,2017-02-06,2017-06-30,False
7131249,332655,School,,,transitioning,"5, Upper",2017-02-02,2017-02-02,2017-06-30,False
7131977,332655,School,United States,Massachusetts,no,3,2017-02-02,2017-02-10,2017-06-30,False
7133494,332665,School,United States,Massachusetts,no,5,2017-02-02,2017-02-10,2017-06-30,False
7133495,332655,School,United States,Massachusetts,transitioning,5,2017-02-02,2017-03-23,2017-06-30,False
7134531,330700,School,United States,Washington,yes,2,2017-02-02,2017-03-24,2017-06-30,False
7136802,377656,School,United States,Missouri,no,4,2017-02-02,2017-02-05,2017-06-30,False
7137057,377656,School,United States,Missouri,no,K,2017-02-02,2017-02-06,2017-06-30,False
7137104,377656,School,United States,Missouri,yes,2,2017-02-02,,,False
7140719,377656,School,United States,Missouri,yes,3,2017-02-03,,,False
7142310,377656,School,United States,Missouri,no,2,2017-02-03,2017-09-28,2018-06-30,False
7143059,20931,School,United Kingdom,England,not sure,"1, 2",2017-02-03,2017-02-05,2017-06-30,False
7144540,327736,School,United States,California,transitioning,3,2017-02-03,2017-02-20,2017-06-30,False
7145295,377656,School,United States,Missouri,not sure,2,2017-02-03,2017-02-12,2017-06-30,False
7146014,356801,School,United States,Alabama,transitioning,5,2017-02-03,2017-02-03,2017-06-30,False
7147903,378347,School,United States,Kansas,yes,"3, 5",2017-02-03,2017-02-03,2017-06-30,False
7147954,378347,School,United States,Kansas,yes,4,2017-07-17,2017-08-12,2018-06-30,False
7153297,379778,School,United States,Nebraska,no,1,2017-02-03,2017-02-11,2017-06-30,False
7157185,21087,School,United States,Florida,no,Upper,2017-02-04,,,False
7158954,377656,School,United States,Missouri,not sure,1,2017-02-04,,,False
7162411,343392,School,United States,Pennsylvania,not sure,Upper,2017-02-04,2017-02-04,2017-06-30,False
7163142,5291,School,United States,North Carolina,not sure,4,2017-02-04,2017-02-04,2017-06-30,False
7164372,327471,School,United States,California,yes,2,2017-02-04,2017-02-06,2017-06-30,False
7164615,11194,School,Thailand,Bangkok,not sure,2,2017-02-04,2017-02-04,2017-06-30,False
7164655,11194,School,Thailand,Bangkok,no,2,2017-02-05,2017-02-26,2017-06-30,False
